09:41:52 | LOCK_ACQUIRED | sim=0.57
09:41:52 | MOVE_LEFT | nose_x=-0.06
09:41:52 | BLINK | EAR=0.21
09:41:52 | MOVE_LEFT | nose_x=0.05
09:41:53 | BLINK | EAR=0.13
09:41:53 | MOVE_LEFT | nose_x=0.04
09:41:54 | MOVE_LEFT | nose_x=0.05
09:41:54 | SMILE | ratio=0.45
09:41:54 | MOVE_LEFT | nose_x=0.03
09:41:55 | LOCK_LOST | Target disappeared
09:41:56 | LOCK_ACQUIRED | sim=0.69
09:41:56 | MOVE_LEFT | nose_x=-0.00
09:41:57 | MOVE_LEFT | nose_x=0.04
09:41:58 | MOVE_LEFT | nose_x=0.13
09:41:59 | SMILE | ratio=0.46
09:41:59 | MOVE_LEFT | nose_x=-0.05
09:41:59 | SMILE | ratio=0.46
09:41:59 | MOVE_LEFT | nose_x=0.05
09:42:00 | MOVE_LEFT | nose_x=0.11
09:42:01 | MOVE_LEFT | nose_x=-0.00
09:42:03 | MOVE_LEFT | nose_x=0.10
09:42:03 | SMILE | ratio=0.45
09:42:03 | MOVE_LEFT | nose_x=0.05
09:42:04 | SMILE | ratio=0.46
09:42:04 | MOVE_LEFT | nose_x=-0.04
09:42:04 | SMILE | ratio=0.47
09:42:04 | MOVE_LEFT | nose_x=-0.05
09:42:05 | MOVE_LEFT | nose_x=-0.03
09:42:05 | SMILE | ratio=0.46
09:42:05 | MOVE_LEFT | nose_x=-0.03
09:42:06 | MOVE_LEFT | nose_x=-0.05
09:42:08 | MOVE_LEFT | nose_x=-0.08
09:42:10 | MOVE_LEFT | nose_x=-0.09
09:42:12 | MOVE_LEFT | nose_x=-0.11
09:42:13 | MOVE_LEFT | nose_x=-0.11
09:42:15 | MOVE_LEFT | nose_x=0.25
09:42:17 | MOVE_LEFT | nose_x=0.17
09:42:18 | MOVE_LEFT | nose_x=-0.01
09:42:20 | MOVE_LEFT | nose_x=-0.09
09:42:21 | SMILE | ratio=0.47
09:42:21 | MOVE_LEFT | nose_x=-0.04
09:42:23 | MOVE_LEFT | nose_x=0.15
09:42:23 | LOCK_LOST | Target disappeared
09:42:46 | LOCK_ACQUIRED | sim=0.73
09:42:47 | SMILE | ratio=0.46
09:42:47 | MOVE_LEFT | nose_x=0.04
09:42:48 | MOVE_RIGHT | nose_x=0.74
09:42:48 | MOVE_LEFT | nose_x=0.46
09:42:51 | MOVE_LEFT | nose_x=0.50
09:42:52 | BLINK | EAR=0.08
09:42:52 | MOVE_LEFT | nose_x=0.49
09:42:54 | MOVE_LEFT | nose_x=0.50
09:42:56 | MOVE_LEFT | nose_x=0.48
09:42:58 | MOVE_LEFT | nose_x=0.45
09:42:59 | MOVE_LEFT | nose_x=0.48
09:43:03 | MOVE_RIGHT | nose_x=0.64
09:43:04 | MOVE_LEFT | nose_x=0.47
09:43:05 | LOCK_LOST | Target disappeared
09:43:17 | LOCK_ACQUIRED | sim=0.75
09:43:17 | MOVE_LEFT | nose_x=0.01
09:43:18 | MOVE_RIGHT | nose_x=0.81
09:43:19 | MOVE_LEFT | nose_x=0.40
09:43:21 | MOVE_LEFT | nose_x=0.28
09:43:22 | MOVE_LEFT | nose_x=0.35
09:43:23 | MOVE_LEFT | nose_x=0.15
09:43:23 | BLINK | EAR=0.15
09:43:23 | MOVE_LEFT | nose_x=0.18
09:43:24 | MOVE_LEFT | nose_x=0.48
09:43:24 | MOVE_RIGHT | nose_x=0.72
09:43:25 | LOCK_LOST | Target disappeared
09:43:25 | LOCK_ACQUIRED | sim=0.70
09:43:25 | MOVE_RIGHT | nose_x=0.87
09:43:26 | MOVE_LEFT | nose_x=0.42
09:43:27 | MOVE_LEFT | nose_x=0.17
09:43:27 | LOCK_LOST | Target disappeared
09:43:30 | LOCK_ACQUIRED | sim=0.67
09:43:30 | SMILE | ratio=0.46
09:43:30 | MOVE_LEFT | nose_x=0.00
09:43:31 | MOVE_LEFT | nose_x=0.18
09:43:32 | MOVE_LEFT | nose_x=0.13
09:43:32 | SMILE | ratio=0.45
09:43:32 | MOVE_LEFT | nose_x=0.08
09:43:33 | LOCK_LOST | Target disappeared
09:43:46 | LOCK_ACQUIRED | sim=0.66
09:43:46 | BLINK | EAR=0.20
09:43:46 | MOVE_LEFT | nose_x=0.08
09:43:48 | MOVE_LEFT | nose_x=0.10
09:43:48 | LOCK_LOST | Target disappeared
09:43:50 | LOCK_ACQUIRED | sim=0.71
09:43:50 | MOVE_LEFT | nose_x=0.09
09:43:52 | MOVE_LEFT | nose_x=0.10
09:43:52 | SMILE | ratio=0.47
09:43:52 | MOVE_LEFT | nose_x=0.03
09:43:53 | BLINK | EAR=0.22
09:43:53 | MOVE_LEFT | nose_x=0.06
09:43:53 | SMILE | ratio=0.47
09:43:53 | MOVE_LEFT | nose_x=0.04
09:43:53 | SMILE | ratio=0.50
09:43:53 | MOVE_LEFT | nose_x=0.02
09:43:54 | SMILE | ratio=0.46
09:43:54 | MOVE_LEFT | nose_x=0.06
09:43:55 | SMILE | ratio=0.46
09:43:55 | MOVE_LEFT | nose_x=0.05
09:43:56 | MOVE_LEFT | nose_x=0.13
09:43:57 | MOVE_LEFT | nose_x=0.25
09:43:58 | BLINK | EAR=0.20
09:43:58 | SMILE | ratio=0.46
09:43:58 | MOVE_RIGHT | nose_x=0.64
09:43:59 | MOVE_RIGHT | nose_x=0.81
09:44:00 | MOVE_RIGHT | nose_x=0.73
09:44:01 | MOVE_RIGHT | nose_x=0.65
09:44:03 | LOCK_LOST | Target disappeared
09:44:04 | LOCK_ACQUIRED | sim=0.69
09:44:04 | BLINK | EAR=0.20
09:44:05 | MOVE_RIGHT | nose_x=0.90
09:44:05 | LOCK_LOST | Target disappeared
09:44:06 | LOCK_ACQUIRED | sim=0.76
09:44:06 | MOVE_RIGHT | nose_x=0.91
09:44:07 | BLINK | EAR=0.19
09:44:07 | MOVE_RIGHT | nose_x=0.87
09:44:08 | MOVE_RIGHT | nose_x=0.84
09:44:09 | MOVE_RIGHT | nose_x=0.84
09:44:10 | MOVE_RIGHT | nose_x=0.69
09:44:11 | MOVE_RIGHT | nose_x=0.66
09:44:12 | MOVE_LEFT | nose_x=0.43
09:44:13 | MOVE_LEFT | nose_x=0.01
09:44:13 | SMILE | ratio=0.47
09:44:13 | MOVE_LEFT | nose_x=-0.04
09:44:14 | SMILE | ratio=0.47
09:44:14 | MOVE_LEFT | nose_x=-0.04
09:44:14 | SMILE | ratio=0.46
09:44:14 | MOVE_LEFT | nose_x=-0.05
09:44:15 | MOVE_LEFT | nose_x=0.18
09:44:16 | BLINK | EAR=0.18
09:44:16 | MOVE_LEFT | nose_x=0.29
09:44:16 | SMILE | ratio=0.50
09:44:16 | MOVE_LEFT | nose_x=0.31
