09:45:11 | LOCK_ACQUIRED | sim=0.71
09:45:11 | MOVE_LEFT | nose_x=0.24
09:45:13 | MOVE_LEFT | nose_x=0.24
09:45:15 | MOVE_LEFT | nose_x=0.24
09:45:17 | MOVE_LEFT | nose_x=0.37
09:45:19 | MOVE_LEFT | nose_x=0.39
09:45:21 | MOVE_LEFT | nose_x=0.39
09:45:22 | MOVE_LEFT | nose_x=0.43
09:45:24 | MOVE_LEFT | nose_x=0.43
09:45:26 | MOVE_LEFT | nose_x=0.43
09:45:28 | MOVE_LEFT | nose_x=0.43
09:45:29 | MOVE_LEFT | nose_x=0.43
09:45:31 | MOVE_LEFT | nose_x=0.43
09:45:33 | MOVE_LEFT | nose_x=0.44
09:45:35 | MOVE_LEFT | nose_x=0.48
09:45:36 | MOVE_LEFT | nose_x=0.46
09:45:38 | MOVE_LEFT | nose_x=0.47
09:45:40 | MOVE_LEFT | nose_x=0.46
09:45:42 | MOVE_LEFT | nose_x=0.46
09:45:44 | MOVE_LEFT | nose_x=0.43
09:45:47 | MOVE_LEFT | nose_x=0.47
09:45:53 | SMILE | ratio=0.49
09:45:56 | LOCK_LOST | Target disappeared
09:45:58 | LOCK_ACQUIRED | sim=0.71
09:45:58 | MOVE_LEFT | nose_x=0.13
09:45:59 | MOVE_LEFT | nose_x=0.43
09:46:01 | MOVE_LEFT | nose_x=0.43
09:46:02 | MOVE_LEFT | nose_x=0.44
09:46:03 | MOVE_LEFT | nose_x=0.21
09:46:04 | MOVE_LEFT | nose_x=0.18
09:46:05 | MOVE_LEFT | nose_x=0.22
09:46:07 | MOVE_LEFT | nose_x=0.33
09:46:08 | MOVE_RIGHT | nose_x=0.67
09:46:09 | LOCK_LOST | Target disappeared
09:46:10 | LOCK_ACQUIRED | sim=0.75
09:46:10 | MOVE_RIGHT | nose_x=0.85
09:46:11 | MOVE_LEFT | nose_x=0.46
09:46:12 | MOVE_LEFT | nose_x=0.24
09:46:13 | MOVE_LEFT | nose_x=0.25
09:46:14 | MOVE_LEFT | nose_x=0.26
09:46:15 | MOVE_LEFT | nose_x=0.22
09:46:16 | MOVE_LEFT | nose_x=0.23
09:46:17 | MOVE_LEFT | nose_x=0.25
09:46:18 | MOVE_LEFT | nose_x=0.23
09:46:19 | MOVE_LEFT | nose_x=0.31
09:46:20 | MOVE_LEFT | nose_x=0.32
09:46:21 | MOVE_RIGHT | nose_x=0.64
09:46:21 | LOCK_LOST | Target disappeared
09:46:22 | LOCK_ACQUIRED | sim=0.75
09:46:22 | MOVE_RIGHT | nose_x=0.89
09:46:22 | MOVE_LEFT | nose_x=0.35
09:46:23 | BLINK | EAR=0.21
09:46:23 | MOVE_LEFT | nose_x=0.09
09:46:24 | LOCK_LOST | Target disappeared
09:46:40 | LOCK_ACQUIRED | sim=0.72
09:46:40 | MOVE_LEFT | nose_x=0.02
09:46:41 | MOVE_LEFT | nose_x=0.22
09:46:42 | MOVE_LEFT | nose_x=0.40
09:46:44 | MOVE_LEFT | nose_x=0.38
09:46:45 | MOVE_RIGHT | nose_x=0.67
09:46:46 | MOVE_RIGHT | nose_x=0.67
09:46:47 | MOVE_RIGHT | nose_x=0.68
09:46:48 | MOVE_RIGHT | nose_x=0.68
