09:16:11 | LOCK_ACQUIRED | sim=0.65
09:16:11 | MOVE_LEFT | nose_x=0.09
09:16:12 | MOVE_LEFT | nose_x=0.06
09:16:13 | MOVE_LEFT | nose_x=0.08
09:16:14 | MOVE_LEFT | nose_x=0.29
09:16:15 | MOVE_LEFT | nose_x=0.31
09:16:16 | MOVE_LEFT | nose_x=0.02
09:16:17 | MOVE_LEFT | nose_x=-0.04
09:16:19 | MOVE_LEFT | nose_x=0.08
09:16:20 | MOVE_LEFT | nose_x=0.23
09:16:21 | MOVE_LEFT | nose_x=0.32
09:16:21 | LOCK_LOST | Target disappeared
09:16:22 | LOCK_ACQUIRED | sim=0.47
09:16:22 | MOVE_LEFT | nose_x=0.31
09:16:23 | LOCK_LOST | Target disappeared
09:16:26 | LOCK_ACQUIRED | sim=0.68
09:16:26 | MOVE_LEFT | nose_x=0.26
09:16:27 | MOVE_LEFT | nose_x=0.31
09:16:31 | LOCK_LOST | Target disappeared
09:16:39 | LOCK_ACQUIRED | sim=0.55
09:16:39 | MOVE_LEFT | nose_x=0.28
09:16:40 | MOVE_RIGHT | nose_x=0.85
09:16:40 | LOCK_LOST | Target disappeared
09:16:45 | LOCK_ACQUIRED | sim=0.52
09:16:45 | MOVE_RIGHT | nose_x=0.79
09:16:46 | LOCK_LOST | Target disappeared
09:16:49 | LOCK_ACQUIRED | sim=0.54
09:16:49 | MOVE_LEFT | nose_x=-0.01
09:16:51 | MOVE_LEFT | nose_x=0.00
09:16:53 | MOVE_LEFT | nose_x=0.07
09:16:54 | MOVE_LEFT | nose_x=0.07
09:17:06 | LOCK_LOST | Target disappeared
09:17:14 | LOCK_ACQUIRED | sim=0.46
09:17:14 | MOVE_LEFT | nose_x=0.09
09:17:16 | MOVE_LEFT | nose_x=0.27
09:17:21 | MOVE_LEFT | nose_x=0.33
09:17:23 | MOVE_LEFT | nose_x=0.29
09:17:25 | MOVE_LEFT | nose_x=0.20
09:17:26 | MOVE_LEFT | nose_x=0.08
09:17:26 | BLINK | EAR=0.22
09:17:26 | MOVE_LEFT | nose_x=0.09
09:17:27 | MOVE_LEFT | nose_x=-0.06
09:17:28 | SMILE | ratio=0.47
09:17:28 | MOVE_LEFT | nose_x=0.04
09:17:29 | BLINK | EAR=0.22
09:17:29 | MOVE_LEFT | nose_x=-0.04
09:17:31 | LOCK_LOST | Target disappeared
09:17:34 | LOCK_ACQUIRED | sim=0.61
09:17:34 | MOVE_LEFT | nose_x=0.02
09:17:35 | MOVE_LEFT | nose_x=0.24
09:17:36 | MOVE_LEFT | nose_x=0.31
09:17:37 | MOVE_LEFT | nose_x=0.30
09:17:38 | MOVE_LEFT | nose_x=0.11
09:17:39 | MOVE_LEFT | nose_x=0.20
09:17:40 | MOVE_LEFT | nose_x=0.34
09:17:42 | MOVE_RIGHT | nose_x=0.61
09:17:42 | SMILE | ratio=0.45
09:17:42 | MOVE_RIGHT | nose_x=0.64
09:17:43 | SMILE | ratio=0.45
09:17:43 | MOVE_RIGHT | nose_x=0.64
09:17:44 | MOVE_RIGHT | nose_x=0.63
09:17:45 | MOVE_RIGHT | nose_x=0.62
09:17:45 | BLINK | EAR=0.18
09:17:45 | MOVE_RIGHT | nose_x=0.63
09:17:46 | MOVE_RIGHT | nose_x=0.63
09:17:48 | MOVE_LEFT | nose_x=0.41
09:17:48 | SMILE | ratio=0.46
